,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date
4238,1999,Qtr 3,September,5,Hawker Siddeley,Hawker Siddeley HS 748,Near Kathmandu Nepal,Air Necon,0,15,15,Nepal,1999-09-05
4239,1999,Qtr 3,September,14,Embraer,Embraer 110 BandeirantePT ODK,Belelm Brazil,Aéreo Táxi Jet Norte,0,2,2,Brazil,1999-09-14
4240,1999,Qtr 3,September,14,Boeing,Boeing 757 204G,Girona Spain,Airways Britannia,0,1,245,Spain,1999-09-14
4241,1999,Qtr 3,September,14,Dassault,Dassault Falcon 900BSX ECH,Bucharest Romania,Government Greek,0,7,13,Romania,1999-09-14
4242,1999,Qtr 3,September,17,Lockheed Martin,Lockheed C 130A Hercules3610,Mt. Hidalgo Mexico,Force Air Mexican - Military,0,5,5,Mexico,1999-09-17
4243,1999,Qtr 4,October,2,Bell,Bell 214ST helicopterN704H,Dhahran Saudi,Company Associated ArabiaAramco,0,12,20,Saudi Arabia,1999-10-02
4244,1999,Qtr 4,October,24,,Arava 201EV 8012,San Carlos Venezuela,Army Venezuelan - Military,0,6,6,Venezuela,1999-10-24
4245,1999,Qtr 4,October,25,Learjet,Gates Learjet 35N47BA,Aberdeen South,charter DakotaPrivate,0,6,6,UK,1999-10-25
4246,1999,Qtr 4,October,31,Boeing,Boeing B 767,Off Nantucket Island Massachusetts,Egypt,0,217,217,USA,1999-10-31
4247,1999,Qtr 4,November,9,McDonnell Douglas,McDonnell Douglas DC 9,Near Uruapan Mexico,TAESA,0,18,18,Mexico,1999-11-09
4248,1999,Qtr 4,November,12,Aérospatiale,Aerospatiale Alenia ATR 42F,Near Pristina Kosovo,charter U.N. - Fly Si,0,24,24,Kosovo,1999-11-12
4249,1999,Qtr 4,December,5,Ilyushin,Ilyushin 114TUK 91004,Moscow Russia,Corporation Production Aircraft Tashkent,0,5,7,Russia,1999-12-05
4250,1999,Qtr 4,December,7,Let,Let 410UVPRP C,Near Bayombang Philippines,Spirit Asian,0,17,17,Philippines,1999-12-07
4251,1999,Qtr 4,December,10,Lockheed Martin,Lockheed C 130H63,Kuwait City Kuwait,Force Air U.S. - Military,0,3,94,Kuwait,1999-12-10
4252,1999,Qtr 4,December,11,British Aerospace,British Aerospace APTCS TGM,Sao Jorge Azores,(Portugal)SATA,0,35,35,Portugal,1999-12-11
4253,1999,Qtr 4,December,21,McDonnell Douglas,McDonnell Douglas DC 10,Guatemala City Guatemala,Aviacon de Cubana,2,16,314,Guatemala,1999-12-21
4254,1999,Qtr 4,December,22,Boeing,Boeing 747 2B5FHL,Great Hallingbury United,Air KingdomKorean,0,4,4,UK,1999-12-22
4255,1999,Qtr 4,December,24,Airbus,Airbus A300B2 101VT,Amritsar India,Afghanistan         Kandahar / Indian Airlines,0,1,189,India,1999-12-24
4256,1999,Qtr 4,December,25,De Havilland,de Havilland Canada DHC 6 Twin Otter9N,Near Simara Nepal,Airways Skyline,0,10,10,Nepal,1999-12-25
4257,1999,Qtr 4,December,25,Yakovlev,Yakovlev YAK 42DCU,Bejuma Venezuela,Aviacion de Cubana,0,22,22,Venezuela,1999-12-25
4258,1999,Qtr 4,December,29,Antonov,Antonov 283C JJI,Near Zonguldak Turkey,Aviacion de Guineana Ecuato,0,6,6,Turkey,1999-12-29
4259,2000,Qtr 1,January,5,Embraer,Embraer 110P1A Bandeirante5N AXL,Abuja Nigeria,Airways Express Skypower,1,1,16,Nigeria,2000-01-05
4260,2000,Qtr 1,January,10,Saab,Saab 340BHB AKK,Niederhasli Switzerland,Crossair,0,10,10,Switzerland,2000-01-10
4261,2000,Qtr 1,January,13,,Shorts 360 300HB,Off Marsa el-Brega Libya,Avisto,0,22,41,Libya,2000-01-13
4262,2000,Qtr 1,January,15,Let,Let 410UVP EYS,San Jose Costa,RicaTACA,0,5,20,Costa Rica,2000-01-15
4263,2000,Qtr 1,January,30,Airbus,AirbusA310  3045Y,Off Abidjan Ivory,Airways CoastKenya,0,169,179,Ivory Coast,2000-01-30
4264,2000,Qtr 1,January,31,McDonnell Douglas,McDonnell Douglas MD 83N963AS,Off Point Mugu California,Airlines Alaska,0,88,88,USA,2000-01-31
4265,2000,Qtr 1,February,2,Lockheed Martin,Lockheed C 130 Hercules?,Tehran Iran,Force Air Iran of Republic Islamic - Military,0,8,8,Iran,2000-02-02
4266,2000,Qtr 1,February,16,McDonnell Douglas,McDonnell Douglas DC 8,Sacramento California,Worldwide Emery,0,3,3,USA,2000-02-16
4267,2000,Qtr 1,March,5,Boeing,Boeing B 737,Burbank Calilfornia,Airlines Southwest,0,0,142,USA,2000-03-05
4268,2000,Qtr 1,March,9,Yakovlev,Yakovlev YAK 40RA,Moscow Russia,Airlines Vologodskiye,0,9,9,Russia,2000-03-09
4269,2000,Qtr 1,March,17,McDonnell Douglas,Douglas C 47A,Ennadai Lake Canada,Services Air North Points,0,2,2,Canada,2000-03-17
4270,2000,Qtr 1,March,17,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HP,Near Kuna Yala Panama,Aeroperlas,0,10,10,Panama,2000-03-17
4271,2000,Qtr 1,March,22,CASA,CASA 212 DE Aviocar 200TM,Herreira Spain,Aire del Ejército - Military,0,7,7,Spain,2000-03-22
4272,2000,Qtr 1,March,24,Antonov,Antonov AN 12 (freighter)RA,Kadirana Sri,Cabs LankaSky,2,6,8,Sri Lanka,2000-03-24
4273,2000,Qtr 1,March,25,Antonov,Antonov AN 32D2,Huambo Angola,Uralex,0,3,33,Angola,2000-03-25
4274,2000,Qtr 1,March,30,Antonov,Antonov An 26UR,Near Anuradhapura Sri,Force Air Lankan Sri - LankaMilitary,0,40,40,Sri Lanka,2000-03-30
4275,2000,Qtr 2,April,5,Learjet,Learjet 35AN86BE,Marianna Florida,Bankair,0,3,3,USA,2000-04-05
4276,2000,Qtr 2,April,19,Antonov,Antonov AN 8TL,Pepa  -,Airlines Centrafricain,0,24,24,Republic of Congo,2000-04-19
4277,2000,Qtr 2,April,19,Boeing,Boeing B 737,Samal Island Philippines,Philippines Air,0,131,131,Philippines,2000-04-19
4278,2000,Qtr 2,April,29,Britten,Britten  Norman BN,Bapi Papua,Aviation Coast GuineaNorth New,0,4,4,Papua New Guinea,2000-04-29
4279,2000,Qtr 2,May,2,Learjet,Learjet 35AG MURI,Lyon Satolas France,Aviation Executive Northern,0,2,5,France,2000-05-02
4280,2000,Qtr 2,May,3,Britten,Britten  Norman BN,Kurupung Guyana,Airways Guyana Trans,0,1,1,France,2000-05-03
4281,2000,Qtr 2,May,10,Rockwell,Rockwell Sabreliner 65N241H,Kaunakakai Hawaii,Company Aircraft Price,0,6,6,USA,2000-05-10
4282,2000,Qtr 2,May,17,Beechcraft,Beechcraft 1900C 1TR,Moanda Gabon,Avirex,0,3,10,Gabon,2000-05-17
4283,2000,Qtr 2,May,21,,BAe Jetstream 3101 31N16EJ,Near Wilkes-Barre Pennsylvania,Airlines Executive,0,19,19,USA,2000-05-21
4284,2000,Qtr 2,May,25,Airbus,Airbus A.330 301F,Near Manila Philippines,Lines Air Philippine,0,1,298,Philippines,2000-05-25
4285,2000,Qtr 2,May,31,,Piper PA 31,Off Whyalla Australia,Airlines Whyalla,0,8,8,Australia,2000-05-31
4286,2000,Qtr 2,June,5,Fokker,Fokker F 27 Friendship 600G,Accra Ghana,Airlink Ghana,0,7,52,Ghana,2000-06-05
4287,2000,Qtr 2,June,22,Xian Yunshuji,Xian Yunshuji Y 7,Shitai China,Airlines Wuhan,7,44,44,China,2000-06-22
4288,2000,Qtr 2,June,23,Learjet,Learjet 55N220JC,Boca Raton Florida,Aviation Jet Universal,0,3,3,USA,2000-06-23
4289,2000,Qtr 2,June,27,Kawasaki,Kawasaki C 1A88,Off Shimano Japan,Force Self-Defence Air Japanese - Military,0,5,5,Japan,2000-06-27
4290,2000,Qtr 3,July,2,GAF Nomad,GAF Nomad N 22CN286,Off Cagayancillo Philippines,Force Air Philippine - Military,0,14,15,Philippines,2000-07-02
4291,2000,Qtr 3,July,8,British Aerospace,British Aerospace  BAe Jetstream 32EPN912FJ,Near Villahermosa Mexico,Aerocaribe,0,19,19,Mexico,2000-07-08
4292,2000,Qtr 3,July,9,Curtiss,Curtiss C 46A,Villavicencio Colombia,Colombia CORAL,0,13,19,Colombia,2000-07-09
4293,2000,Qtr 3,July,13,De Havilland,de Havilland Canada DHC 6 Twin Otter 200N201RH,Raleigh North,Aviation Win CarolinaWin,0,1,3,"Korea, North",2000-07-13
4294,2000,Qtr 3,July,17,Boeing,Boeing B 737,Patna India,Airlines Airlines/Alliance Indian,5,55,58,India,2000-07-17
4295,2000,Qtr 3,July,19,Grumman,Grumman G 159 Gulfstream IC,Linneus Maine,Transport Airwave,0,2,2,USA,2000-07-19
4296,2000,Qtr 3,July,20,McDonnell Douglas,Douglas C 47A,Nassau Bahamas,Freight Air Allied,0,2,2,The Bahamas,2000-07-20
4297,2000,Qtr 3,July,21,Aérospatiale,Aerospatiale AS355 F1N510TG,Maui Hawaii,Helicopters Hawaiian Blue,0,7,7,USA,2000-07-21
4298,2000,Qtr 3,July,25,Aérospatiale,Aerospatiale BAe Concorde 101F BTSC,Gonesse France,France Air,4,109,109,France,2000-07-25
4299,2000,Qtr 3,July,26,Lockheed Martin,Lockheed C 130H Hercules348,Mafraq Jordan,Force Air Jordanian Royal - Military,0,13,13,Jordan,2000-07-26
4300,2000,Qtr 3,July,27,De Havilland,de Havilland Canada DHC 6 Twin Otter 3009N,Jodhura Nepal,Airlines Nepal Royal,0,25,25,Nepal,2000-07-27
4301,2000,Qtr 3,August,2,Sikorsky,Sikorsky S 76PT,Cubatao Brazil,Taxi Air Lider - taxi Air,0,6,6,Brazil,2000-08-02
4302,2000,Qtr 3,August,6,CASA,Casa 212 AB10 Aviocar230,Puerto Montt Chile,Chile de Aérea Fuerza - Military,0,14,14,Chile,2000-08-06
4303,2000,Qtr 3,August,9,,Piper Navajo PA 31/ Piper Seminole PA,Burlington Township New,Private / Airways JerseyPatuxent,0,11,11,New Zealand,2000-08-09
4304,2000,Qtr 3,August,12,Antonov,Antonov AN 26B9Q,Near Tshikapa Congo,Air Staer,0,27,27,Democratic Republic of Congo,2000-08-12
4305,2000,Qtr 3,August,23,Airbus,Airbus A320 212A4O,Off Manama Bahrain,Air Gulf,0,143,143,Bahrain,2000-08-23
4306,2000,Qtr 3,September,2,McDonnell Douglas,Douglas C 47FAC1659,Mount Montezuma Colombia,Colombiana Aérea Fuerza - Military,0,7,7,Colombia,2000-09-02
4307,2000,Qtr 3,September,4,Beechcraft,Beechcraft SKA 200VH SKC,Near Burketown Australia,Air Central - Charter,0,8,8,Australia,2000-09-04
4308,2000,Qtr 3,September,16,,Mil Mi 17?,Kumarapura Sri,Force Air Lanka Sri - LankaMilitary,0,14,14,Sri Lanka,2000-09-16
4309,2000,Qtr 4,October,6,McDonnell Douglas,McDonnell Douglas DC 9,Reynosa Mexico,Aeromexico,4,0,88,Mexico,2000-10-06
4310,2000,Qtr 4,October,8,,Shorts SC.7 Skyvan 3 100C,Port Radium Northwest,Canada          Territories Summit Air Charters,0,3,3,Canada,2000-10-08
4311,2000,Qtr 4,October,10,,Canadair CL 600,Wichita Kansas,Aerospace Bombardier,0,2,3,USA,2000-10-10
4312,2000,Qtr 4,October,16,Cessna,Cessna 335N8354N,Hillsboro Missouri,Private,0,3,3,USA,2000-10-16
4313,2000,Qtr 4,October,19,Harbin Yunshuji,Harbin Yunshuji Y 12,Near Sam Neua Laos,Aviation Lao,0,8,17,Laos,2000-10-19
4314,2000,Qtr 4,October,25,Ilyushin,Ilyushin IL 18DRA,Near Batumi Republic,Force Air Russian - GeorgiaMilitary of,0,86,86,Djibouti,2000-10-25
4315,2000,Qtr 4,October,31,Boeing,Boeing B 747,Taipei Taiwan,Airlines Singapore,0,83,179,Taiwan,2000-10-31
4316,2000,Qtr 4,October,31,Antonov,Antonov AN 26D2,Near Monaquimbundo Angola,Aca-Ancargo,0,44,44,Angola,2000-10-31
4317,2000,Qtr 4,November,7,Antonov,Antonov 32BER AFA,Luabo Democratic,Aviation CongoMalu Republic,0,2,11,Democratic Republic of Congo,2000-11-07
4318,2000,Qtr 4,November,9,Swearingen,Swearingen SA.226TC Metro IIN731AC,Fort Wayne Indiana,Aviation Superior,0,1,1,USA,2000-11-09
4319,2000,Qtr 4,November,15,Antonov,Antonov AN 26D2,Near Luanda Angola,Pesada Asa,0,57,57,Angola,2000-11-15
4320,2000,Qtr 4,November,20,Airbus,Airbus A300 600RN14056,Miami Florida,Airlines American,0,1,114,USA,2000-11-20
4321,2000,Qtr 4,December,11,Cessna,Cessna 206CP 1721,Near Sumacal Beni,BOServicio Aereo Manchupo,0,6,6,Bolivia,2000-12-11
4322,2001,Qtr 1,January,4,Shaanxi Yunshuji,Shaanxi Yunshuji Y 8/Yunshuji Y,Zheng Zou AB China,Army Liberation People's - Military,6,16,16,China,2001-01-04
4323,2001,Qtr 1,January,8,CASA,CASA 212 MP Aviocar 200U,Near Silimo Indonesia,Navy Indonesia Nasional Tentara - Military,0,9,9,Indonesia,2001-01-08
4324,2001,Qtr 1,January,23,McDonnell Douglas,Douglas C 47A,Eider Point Alaska,Cargo Air Majestic,0,2,2,USA,2001-01-23
4325,2001,Qtr 1,January,25,McDonnell Douglas,Douglas DC 3C (C47A,Ciudad Bolivar Venezuela,Airlines Rutaca,0,24,24,Venezuela,2001-01-25
4326,2001,Qtr 1,January,27,Channel Air,Beech King Air 200 CatpassN81PF,Byers Colorado,Charter Bay North,0,10,10,USA,2001-01-27
4327,2001,Qtr 1,January,31,Sud Aviation,Sud Aviation SE 210 Caravelle 10RHK,El Yopal Colombia,Suramericanas Aereas Lineas,0,3,6,Colombia,2001-01-31
4328,2001,Qtr 1,February,8,Learjet,Learjet 35AI MOCO,Nurnberg Germany,Aeroservizi E.A.S.,0,3,3,Germany,2001-02-08
4329,2001,Qtr 1,February,8,Swearingen,Swearingen SA.227AT Merlin IVCN318DH,Beaver Island Minnesota,Center Flight Illinois Northern,0,2,6,USA,2001-02-08
4330,2001,Qtr 1,February,10,GAF Nomad,GAF Nomad N24APZ TBP,Jakobkondre Suriname,Charter Air Gum,0,10,10,Suriname,2001-02-10
4331,2001,Qtr 1,February,27,,Shorts 360 100G,Near Granton Harbour Scotland,Loganair,0,2,2,UK,2001-02-27
4332,2001,Qtr 1,March,3, Short Brothers,Short 36093 1336,Unadilla Georgia,Guard National Army Florida - Military,0,21,21,USA,2001-03-03
4333,2001,Qtr 1,March,3,Boeing,Boeing B 737,Bangkok Thailand,Airways Thai,0,1,5,Thailand,2001-03-03
4334,2001,Qtr 1,March,15,Tupolev,Tupolev 154MRA 85619,Medina Saudi,Airlines ArabiaVnukovo,0,3,174,Saudi Arabia,2001-03-15
4335,2001,Qtr 1,March,24,De Havilland,de Havilland Canada DHC 6 Twin OtterF,Gustavia St.,French West Indies          Barthélémy Air Caraibes,1,19,19,Saint Barthélemy,2001-03-24
4336,2001,Qtr 1,March,26,Fokker,Fokker F 27 Friendship 500FPK,Jadura Indonesia,Airlines Nusantara Merpati,0,3,3,Indonesia,2001-03-26
4337,2001,Qtr 1,March,29,Grumman,Grummand Gulfstream IIIN303GA,Near Aspen Colorado,Charter Private - Inc. Jetwingsco,0,18,18,USA,2001-03-29
4338,2001,Qtr 2,April,4,Antonov,Antonov AN 24?,Adar Yeil Sudan,Force Air Sudan - Military,0,14,30,Sudan,2001-04-04
4339,2001,Qtr 2,April,7,,Mil Mi 18 HelicopterVN,Thanh Tranh Village Vietnam,Account Full - Charter - Vietnam SFC,0,16,16,Vietnam,2001-04-07
4340,2001,Qtr 2,April,28,Cessna,Cessna  208B Grand CaravanLV WSC,Near Roque Perez Argentina,group  Techint - Private,0,10,10,Argentina,2001-04-28
4341,2001,Qtr 2,May,16,CASA,CASA CN 235M,Malatya Turkey,Force Air Turkish - Military,0,34,34,Turkey,2001-05-16
4342,2001,Qtr 2,May,17,Yakovlev,Yakovlev YAK 40EP,Near Sari Iran,Airlines Qeshm Faraz,0,30,30,Iran,2001-05-17
4343,2001,Qtr 2,May,17,Fokker,Fokker F 27 Friendship 400MTC,Mendoza Argentina,Argentina Aérea Fuerza,0,5,5,Argentina,2001-05-17
4344,2001,Qtr 2,May,22,Antonov,Antonov 12MGARA 12135,Near Myakotino Russia,Force Air Russian - Military,0,7,7,Russia,2001-05-22
4345,2001,Qtr 2,June,15,Transall,Transall C 160NGPK,Jayapura Indonesia,Air Manunggal,0,1,19,Indonesia,2001-06-15
4346,2001,Qtr 3,July,4,Tupolev,Tupolev TU 154MRA,Near Irkutsk Russia,Vladivostokavia,0,145,145,Russia,2001-07-04
4347,2001,Qtr 3,July,5,Sikorsky,Sikorsky S 76B helicopterHL9240,Off Chinhae South,Shipbuilding Daewoo -  KoreaPrivate,0,8,12,South Korea,2001-07-05
4348,2001,Qtr 3,July,12,Antonov,Antonov AN 28 PZL,Near Puerto Cabello Venezuela,Company Overtec - Private,0,13,13,Venezuela,2001-07-12
4349,2001,Qtr 3,July,14,Ilyushin,Ilyushin IL 76RA,Near Moscow Russia,Company Transport Air Russ,0,10,10,Russia,2001-07-14
4350,2001,Qtr 3,August,5,Dassault,Dassault Falcon 20CD CBNA,Reykjavík Iceland,Air Naske,0,3,3,Iceland,2001-08-05
4351,2001,Qtr 3,August,10,Eurocopter,Aerospatiale AS350 Eurocopter  helicoperN169PA,Near Meadview Arizona,Vegas Las of Helicopters Canyon Grand Papillon,0,6,7,USA,2001-08-10
4352,2001,Qtr 3,August,23,Antonov,Antonov 283C LLA,Mugogo Democratic,Airlines CongoVictoria Republic,0,4,11,Democratic Republic of Congo,2001-08-23
4353,2001,Qtr 3,August,24,Learjet,Learjet 25N153TW,Ithaca New,Charter Jet YorkAmeristar,0,2,2,New Zealand,2001-08-24
4354,2001,Qtr 3,August,24,Airbus,Airbus A 330,Lajes Terceira,Azores Air Transat,0,0,304,Portugal,2001-08-24
4355,2001,Qtr 3,August,29,CASA,CASA  CN 235,Near Malaga Spain,Mediterráneo Binter,0,4,47,Spain,2001-08-29
4356,2001,Qtr 3,September,11,Boeing,Boeing B 757,Arlington Virginia.American,Airlines,125,64,64,USA,2001-09-11
4357,2001,Qtr 3,September,11,Boeing,Boeing B 757,Shanksville Pennsylvania,Lines Air United,0,44,44,USA,2001-09-11
4358,2001,Qtr 3,September,11,Boeing,Boeing 767 223ERN334AA,New York City New,Airlines YorkAmerican,2750,92,92,New Zealand,2001-09-11
4359,2001,Qtr 3,September,11,Boeing,Boeing B 767,New York City New,Lines Air YorkUnited,2750,65,65,New Zealand,2001-09-11
4360,2001,Qtr 3,September,12,Let,LET 410UVPXA ACM,Near Chichen Itza Mexico,Charter Ferinco Aero,0,19,19,Mexico,2001-09-12
4361,2001,Qtr 3,September,15,Fokker,Fokker 100PT MRN,Belo Horizonte Brazil,(Brazil) TAM,0,1,82,Brazil,2001-09-15
4362,2001,Qtr 3,September,18,Let,LET 410UVP ETG,Guatemala City Guatemala,Airlines Atlantic,0,9,13,Guatemala,2001-09-18
4363,2001,Qtr 4,October,4,Tupolev,Tupolev TU 154MRA,110 miles SW of Sochi Russia,Airlines Sibir,0,78,78,Russia,2001-10-04
4364,2001,Qtr 4,October,8,De Havilland,de Havilland DHC 2 Mk 1 BeaverC,Mollet Lake Quebec,Canada Air Saint Maurice Inc.,0,3,7,Canada,2001-10-08
4365,2001,Qtr 4,October,8,,MD  87 / Cessna 525A Citation IISE,Milan Italy,Private / (SAS) Airlines Scandinavian,4,114,114,Italy,2001-10-08
4366,2001,Qtr 4,October,10,Swearingen,Swearingen SA 226AT Merlin IVEC,Off Valencia Spain,Flightline,0,10,10,Spain,2001-10-10
4367,2001,Qtr 4,October,10,Cessna,Cessna 208 CaravanN9530F,Dillingham Alaska,Pen,0,10,10,USA,2001-10-10
4368,2001,Qtr 4,October,11,Swearingen,Swearingen SA.226TC Metro IC GYPA,Shamattawa Canada,Airlines Perimeter,0,2,3,Canada,2001-10-11
4369,2001,Qtr 4,October,18,Bell,Bell 206LN400EH,Anchorage Alaska,Taxi Air - Aviation ERA,0,3,5,USA,2001-10-18
4370,2001,Qtr 4,November,12,Airbus,Airbus A 300,Belle Harbor Queens,New York American Airlines,5,260,260,USA,2001-11-12
4371,2001,Qtr 4,November,19,Ilyushin,Ilyushin 18VRA 75840,Kalyazin Russia,Aero IRS - Charter,0,27,27,Russia,2001-11-19
4372,2001,Qtr 4,November,22,Learjet,Learjet 25BN5UJ,Pittsburgh Pennsylvania,Aviation Jet Universal,0,2,2,USA,2001-11-22
4373,2001,Qtr 4,November,23,Antonov,Antonov AN 28ES,Palade Estonia,Eminex) from (leased Co. Aviation ELK,0,2,17,Estonia,2001-11-23
4374,2001,Qtr 4,November,24,Avro,BAE Avro RJ100HB IXM,Birchwil Switzerland,Crossair,0,24,33,Switzerland,2001-11-24
4375,2001,Qtr 4,November,27,Boeing,Boeing 747 246F9G,Port Harcourt Nigeria,Airlines MK,0,1,13,Nigeria,2001-11-27
4376,2001,Qtr 4,December,1,Ilyushin,Ilyushin IL  76TDRA,Near Novaya Inya  Russia,cargo         Russian - Military,0,18,18,Russia,2001-12-01
4377,2001,Qtr 4,December,14,Let,Let 410A5X CNF,Geti Democratic,Air CongoEagle Republic,0,6,6,Democratic Republic of Congo,2001-12-14
4378,2001,Qtr 4,December,16,Let,Let 410UVP EHK,Near Medellin Colombia,Heliandes,0,16,16,Colombia,2001-12-16
4379,2001,Qtr 4,December,26,Britten Norman,Britten Norman BN 2B TrislanderD,Bremerhaven Germany,Airline Bremerhaven BAL,0,8,9,Germany,2001-12-26
4380,2002,Qtr 1,January,4,,Canadair CL 604 N90AG,Birmingham England,Corp Agco,0,5,5,UK,2002-01-04
4381,2002,Qtr 1,January,9,,Lockheed Hercules KC 130R160021,Shamsi AFB Pakistan,Force Air U.S. - Military,0,7,7,Pakistan,2002-01-09
4382,2002,Qtr 1,January,14,Embraer,Embraer EMB 120 BrasiliaEC,Bilbao Spain,Aérea Ibertrans,0,3,3,Spain,2002-01-14
4383,2002,Qtr 1,January,15,De Havilland,de Havilland DHC 6 Twin Otter 300XC,Chilpancingo Mexico,República la de General Procuraduría,0,5,17,Mexico,2002-01-15
4384,2002,Qtr 1,January,16,Boeing,Boeing B 737,Near Solo Indonesia,Airlines Indonesia Garuda,0,1,62,Indonesia,2002-01-16
4385,2002,Qtr 1,January,17,Fairchild,Fairchild FH 227EHC,Near La Bonita Ecuador,Petroproducción,0,26,26,Ecuador,2002-01-17
4386,2002,Qtr 1,January,27,Antonov,Antonov AN 12T,Near Luena Angola,Force Air  Angolan - Military,0,5,40,Angola,2002-01-27
4387,2002,Qtr 1,January,28,Boeing,Boeing B 727,Near Ipiales Colombia,TAME,0,92,92,Colombia,2002-01-28
4388,2002,Qtr 1,February,12,Tupolev,Tupolev TU 154EP,Near Khorramabed Iran,Tours Air Iran,0,117,117,Iran,2002-02-12
4389,2002,Qtr 1,February,15,Antonov,Antonov 12BPER ADL,Monrovia Liberia,Tiramavia,0,1,10,Liberia,2002-02-15
4390,2002,Qtr 1,February,21,Antonov,Antonov AN 2607RED,Lakhta Russia,Navy Russian - Military,0,17,20,Russia,2002-02-21
4391,2002,Qtr 1,February,22,,MH  47 Chinook helicopter92,Off Dumaguete Philippines,Army U.S. - Military,0,10,10,Philippines,2002-02-22
4392,2002,Qtr 1,March,9,Antonov,Antonov 2TPLY AVD,Monte Rotondo Italy,Prekés Svedijos,0,3,3,Italy,2002-03-09
4393,2002,Qtr 1,March,14,Antonov,Antonov AN 2CU,Near Placetas Cuba,Aerotaxi - Charter,0,17,17,Cuba,2002-03-14
4394,2002,Qtr 1,March,17,Let,Let 410UVP EJ2,Off Djibouti Republic,Airlines DjiboutiDjibouti of,0,4,4,Djibouti,2002-03-17
4395,2002,Qtr 2,April,12,Swearingen,Swearingen SA.227AC Metro IIIEC GKR,Palma de Mallorca Spain,Tadair,0,2,2,Spain,2002-04-12
4396,2002,Qtr 2,April,15,Boeing,Boeing B 767,Busan South,China KoreaAir,0,128,166,South Korea,2002-04-15
4397,2002,Qtr 2,April,19,Antonov,Antonov AN 32AHK,Popayán Colombia,Colombia SELVA,0,3,8,Colombia,2002-04-19
4398,2002,Qtr 2,April,28,Messerschmitt,Mi  8 helicopter?,Near Abakan Russia,Private,0,8,20,Russia,2002-04-28
4399,2002,Qtr 2,May,4,Rohrbach,BAC One Eleven 525FT5N,Kano Nigeria,Services) Airline (Executive Airlines EAS,78,74,77,Nigeria,2002-05-04
4400,2002,Qtr 2,May,7,Boeing,Boeing B 737,Near Tunis Tunisia,Egypt,0,14,62,Tunisia,2002-05-07
4401,2002,Qtr 2,May,7,McDonnell Douglas,McDonnell Douglas MD 82B,Off Dalian China,Airlines Northern China,0,112,112,China,2002-05-07
4402,2002,Qtr 2,May,21,Let,LET 410UVP9Q CEX,Near Calabar Nigeria,Services Air Executive Sky,0,5,5,Nigeria,2002-05-21
4403,2002,Qtr 2,May,25,Boeing,Boeing B 747,Off Penghu Island Taiwan,(Taiwan) Airlines China,0,225,225,Taiwan,2002-05-25
4404,2002,Qtr 2,May,25,De Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Near Nabire Indonesia,Service Air Trigana,0,6,6,Indonesia,2002-05-25
4405,2002,Qtr 2,June,1,Hawker Siddeley,Hawker Siddeley HS 748,George South,Charter - Aviation AfricaAirquarius,0,3,3,South Africa,2002-06-01
4406,2002,Qtr 2,June,2,Messerschmitt,Mi  17?,Near Ndalatando Angola,Forces Armed Angolan - Military,0,20,25,Angola,2002-06-02
4407,2002,Qtr 2,June,12,Lockheed Martin,Lockheed MC 130H Hercules84,Near Gardez Afghanistan,Force Air U.S. - Military,0,3,10,Afghanistan,2002-06-12
4408,2002,Qtr 3,July,1,Tupolev,Tupolev TU 154M / Boeing B,Uberlingen Germany,Express Worldwide DHL / Airlines Bashkirian,0,71,71,Germany,2002-07-01
4409,2002,Qtr 3,July,4,Boeing,Boeing B 707,Bangui Central,Charter (Cargo) Airlines RepublicPrestige African,0,27,27,Central African Republic,2002-07-04
4410,2002,Qtr 3,July,16,Britten,Britten  Norman BN,Near Long Barai Indonesia,Charter Air Raya Merauke Sabang,0,10,10,Indonesia,2002-07-16
4411,2002,Qtr 3,July,16,Sikorsky,Sikorsky S 76AG,Off Cromer Norfork,England Bristow Helicopters,0,11,11,UK,2002-07-16
4412,2002,Qtr 3,July,17,De Havilland,de Havilland Canada DHC 6 Twin Otter 3009N,Surkhet Nepal,Airways Skyline,0,4,4,Nepal,2002-07-17
4413,2002,Qtr 3,July,27,Sukhoi,Sukhoi Su 2742,Lviv Ukraine,Force Air Ukraine - Military,85,0,2,Ukraine,2002-07-27
4414,2002,Qtr 3,July,28,Ilyushin,Iluyshin Il 86RA,Moscow Russia,Enterprise Aviation Pulkovo,0,14,16,Russia,2002-07-28
4415,2002,Qtr 3,August,7,Lockheed Martin,Lockheed MC 130H Hercules90,Caguas Puerto,Force Air U.S. - RicoMilitary,0,10,10,Puerto Ricp,2002-08-07
4416,2002,Qtr 3,August,15,Harbin Yunshuji,Yunshuji Y 8DCR,Kadjuduwa Watta Sri,Force Air Lanka Sri - LankaMilitary,0,5,5,Sri Lanka,2002-08-15
