Unnamed: 0,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date,Weekday
3694,1991,Qtr 1,February,20,British Aerospace,British Aerospace BAe 146,Puerto Williams Chile,LAN,0,20,72,Chile,1991-02-20,Wednesday
3695,1991,Qtr 1,February,22,Antonov,Antonov AN 26?,Cazombo Angola,Angolaise Area Fuerza,0,47,47,Angola,1991-02-22,Friday
3696,1991,Qtr 1,March,3,Boeing,Boeing B 737,Near Colorado Springs Colorado,Lines Air United,0,25,25,USA,1991-03-03,Sunday
3697,1991,Qtr 1,March,5,McDonnell Douglas,McDonnell Douglas DC 9,La Puerta Venezuela,Venezolana Aeropostal Linea,0,45,45,Venezuela,1991-03-05,Tuesday
3698,1991,Qtr 1,March,16,Hawker Siddeley,Hawker  Siddeley DH,San Diego CADuncan,Sales Aircraft,0,10,10,USA,1991-03-16,Saturday
3699,1991,Qtr 1,March,16,Lockheed Martin,Lockheed L 100,Malanje Angola,Transafrik,0,9,9,Angola,1991-03-16,Saturday
3700,1991,Qtr 1,March,21,Lockheed Martin,Lockheed C 130H469,Ras-al-Mishab Saudi,Force Air Saudi Royal - ArabiaMilitary,0,98,98,Saudi Arabia,1991-03-21,Thursday
3701,1991,Qtr 1,March,21,Lockheed Martin,Lockheed P 3C / Lockheed P,Off San Diego California,Navy U.S.  - Military / Navy U.S. - Military,0,27,27,USA,1991-03-21,Thursday
3702,1991,Qtr 1,March,23,Antonov,Antonov AN 24BCCCP,Navoi,UzbekistanAeroflot,0,34,63,Uzbekistan,1991-03-23,Saturday
3703,1991,Qtr 1,March,25,Hindustan Aeronautics,Hindustan Aeronautics 748 2H1513,Near Bangalore India,Force Air Indian - Military,0,28,28,India,1991-03-25,Monday
3704,1991,Qtr 2,April,4,McDonnell Douglas,Douglas C 47B,Lake Thutade Canada,Services Air Mountain Central,0,6,7,Canada,1991-04-04,Thursday
3705,1991,Qtr 2,April,4,Unknown,Piper Aerostar 601 / Bell 412SPN3645D / N78S,Marion Pennsylvania,Private,2,5,5,USA,1991-04-04,Thursday
3706,1991,Qtr 2,April,5,Embraer,Embraer 120RT  BrasiliaN270AS,Brunswick Georgia,Airlines Southeast Atlantic,0,23,23,USA,1991-04-05,Friday
3707,1991,Qtr 2,April,19,Dornier,Dornier Do 228,Off Nuka Hiva French,Tahiti PolynesiaAir,0,11,22,France,1991-04-19,Friday
3708,1991,Qtr 2,May,9,Fokker,Fokker F 27 Friendship 600PK,Sulawesi Indonesia,Airlines Nusantara Merpati,0,13,13,Indonesia,1991-05-09,Thursday
3709,1991,Qtr 2,May,13,Cessna,Cessna 207AN6280H,Grand Canyon Airzona,Inc. Canyon Grand Air - Taxi Air,0,7,7,USA,1991-05-13,Monday
3710,1991,Qtr 2,May,15,McDonnell Douglas,Douglas C 47BHK,La Poyatta Colombia,Colombia ADES,0,13,14,Colombia,1991-05-15,Wednesday
3711,1991,Qtr 2,May,23,Tupolev,Tupolev TU 154B,Leningrad USSRAeroflot,Unknown,0,13,181,Russia,1991-05-23,Thursday
3712,1991,Qtr 2,May,24,Ilyushin,Ilyushin 76TDLZ INK,Bakhtaran Iran,Cargo Metro,0,4,10,Iran,1991-05-24,Friday
3713,1991,Qtr 2,May,26,Boeing,Boeing B 767,Near Ban Nong Rong Thailand,Air Lauda,0,223,223,Thailand,1991-05-26,Sunday
3714,1991,Qtr 2,June,1,GAF Nomad,GAF Nomad N24AN8071L,Off Matthewtown Great,Inc. Flight InaguaAgape,0,2,3,Bahamas,1991-06-01,Saturday
3715,1991,Qtr 2,June,10,Lockheed Martin,Lockheed L 382B HerculesJ6,Luanda Angola,Transport Air Carib,0,7,7,Angola,1991-06-10,Monday
3716,1991,Qtr 2,June,20,McDonnell Douglas,Douglas DC 6BFHK,Near Malambo Colombia,Colombia Aerosucre,0,2,18,Colombia,1991-06-20,Thursday
3717,1991,Qtr 2,June,26,Rohrbach,BAC One Eleven 402AP5N,Near Sokotu Nigeria,Air Okada,0,4,53,Nigeria,1991-06-26,Wednesday
3718,1991,Qtr 2,June,26,Antonov,Antonov AN 24CCCP,Gulf of Finland Russia,Polet AKF,0,10,10,Russia,1991-06-26,Wednesday
3719,1991,Qtr 3,July,4,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HK,El Yopal Colombia,Colombia Helicol,0,3,3,Colombia,1991-07-04,Thursday
3720,1991,Qtr 3,July,9,CASA,CASA 212 Aviocar 200OB 1218,Bellavista Airport Peru,Aerochasqui,0,15,15,Peru,1991-07-09,Tuesday
3721,1991,Qtr 3,July,10,Beechcraft,Beechcraft BE 99,Birmingham Alabama,Airlines L'Express,0,13,15,USA,1991-07-10,Wednesday
3722,1991,Qtr 3,July,11,McDonnell Douglas,McDonnell Douglas DC 8 Super 61C,Jeddah Saudi,Airways) Nigeria by (chartered ArabiaNationair,0,261,261,Saudi Arabia,1991-07-11,Thursday
3723,1991,Qtr 3,July,25,Britten,Britten  Norman BN,Espiritu Santos Vanuatu,Vanair,0,9,9,Vanuatu,1991-07-25,Thursday
3724,1991,Qtr 3,August,6,Britten,Britten  Norman BN,Rarotonga Cook,Air IslandsAvalki,0,6,10,Cook Islands,1991-08-06,Tuesday
3725,1991,Qtr 3,August,14,Ilyushin,Ilyushin IL 18VYR,Near Uricani Romania,TAROM,0,9,9,Romania,1991-08-14,Wednesday
3726,1991,Qtr 3,August,16,Boeing,Boeing B 737,Imphal India,Airlines Indian,0,69,69,India,1991-08-16,Friday
3727,1991,Qtr 3,August,20,Britten,Britten  Norman BN,Ketchikan Alaska,Airlines Temsco,0,4,4,USA,1991-08-20,Tuesday
3728,1991,Qtr 3,August,28,Aérospatiale,Aerospatiale 350B1N64SF,Walton Oregon,Inc. Bohemia - Taxi Air,0,3,3,USA,1991-08-28,Wednesday
3729,1991,Qtr 3,September,3,Britten,Britten  Norman BN,Sampit Indonesia,Services Air Dirgantara,0,3,10,Indonesia,1991-09-03,Tuesday
3730,1991,Qtr 3,September,4,Unknown,Shorts SC 7 Skyvan 3,Long Seridan Malaysia,Udara Rajawaldi Airtech,0,14,20,Malaysia,1991-09-04,Wednesday
3731,1991,Qtr 3,September,11,Embraer,Embraer 120RT BrasiliaN33701,Near Eagle Lake Texas,Express Continental,0,14,14,USA,1991-09-11,Wednesday
3732,1991,Qtr 3,September,16,Antonov,Antonov AN 72CCCP,Petropavlosk USSRAeroflot,Unknown,0,13,13,Russia,1991-09-16,Monday
3733,1991,Qtr 3,September,17,Lockheed Martin,Lockheed L 100,"Djibouti City Djibouti
	Djibouti",DjiboutiDjibouti City          City,0,4,4,Djibouti,1991-09-17,Tuesday
3734,1991,Qtr 3,September,18,Convair,Convair CV 580C,Belvedere Center Vermont,Cargo Canair,0,2,2,USA,1991-09-18,Wednesday
3735,1991,Qtr 3,September,23,Antonov,Antonov 12BPCCCP 13320,Khatanga Russia,Aeroflot,0,1,16,Russia,1991-09-23,Monday
3736,1991,Qtr 3,September,26,Antonov,Antonov AN 26CCCP,Off St. Petersburg USSRAeroflot,Unknown,0,10,10,Russia,1991-09-26,Thursday
3737,1991,Qtr 3,September,27,De Havilland,de Havilland Canada DHC 6 Twin Otter 300H4,Guadalcanal Island Solomon,Airlines Islands IslandsSolomon,0,15,15,Solomon Islands,1991-09-27,Friday
3738,1991,Qtr 3,September,29,Curtiss,Curtiss C 46AHK,Near Villavicencio,Colombia ColombiaCORAL,0,1,10,Colombia,1991-09-29,Sunday
3739,1991,Qtr 4,October,5,Lockheed Martin,Lockheed C 130H,Near Jakarta Indonesia,Force Air Indonesian - Military,2,134,134,Indonesia,1991-10-05,Saturday
3740,1991,Qtr 4,October,13,Bell,Bell 214 STYV O,Aponguao Falls Venezuela,EDELCA,0,12,12,Venezuela,1991-10-13,Sunday
3741,1991,Qtr 4,October,25,Bell,Bell 206B helicopterN3456M,Vallejo California,Private - Inc. Mobility Corporate,0,3,3,USA,1991-10-25,Friday
3742,1991,Qtr 4,October,25,Britten,Britten  Norman BN2A,Tumbang Miri Indonesia,Service Air International Bali,0,17,17,Indonesia,1991-10-25,Friday
3743,1991,Qtr 4,October,30,Lockheed Martin,Lockheed CC 130E130322,Near Point Alert Ellesmere,NWT          Island,0,5,18,UK,1991-10-30,Wednesday
3744,1991,Qtr 4,November,1,Unknown,Mil Mi 8 (helicopter)?,Near Karakent USSRMilitary,Force Air Azerbaijan -,0,40,40,Russia,1991-11-01,Friday
3745,1991,Qtr 4,November,7,Yakovlev,Yakovlev YAK 40CCCP,Makhackala Russia,Aeroflot,0,51,51,Russia,1991-11-07,Thursday
3746,1991,Qtr 4,November,11,Embraer,Embraer 110P1 BandeirantePT SCU,Recife Brazil,Aereas Linhas Nordeste,2,15,15,Brazil,1991-11-11,Monday
3747,1991,Qtr 4,November,16,Antonov,Antonov AN 12V?,Anderma Russia,Aeroflot,0,20,20,Russia,1991-11-16,Saturday
3748,1991,Qtr 4,November,20,Bell,Bell 206BN5011K,Davis California,Inc. Helicopters Airis - Taxi Air,0,3,3,USA,1991-11-20,Wednesday
3749,1991,Qtr 4,November,20,Unknown,Mil Mi 8 (helicopter)?,Nagoro-Karabak USSRMilitary,Force Air Soviet -,0,23,23,Russia,1991-11-20,Wednesday
3750,1991,Qtr 4,November,25,McDonnell Douglas,Douglas C 47B,Sena Mozambique,STASA,0,1,3,Mozambique,1991-11-25,Monday
3751,1991,Qtr 4,November,26,Antonov,Antonov AN 24CCCP,Near Bugulma Russia,Airlines Tartarstan,0,41,41,Russia,1991-11-26,Tuesday
3752,1991,Qtr 4,November,29,Embraer,Embraer C 95C BandeiranteFAB2333,Guaratingueta AB Brazil,Brasileira Aérea Força - Military,0,16,16,Brazil,1991-11-29,Friday
3753,1991,Qtr 4,December,22,McDonnell Douglas,Douglas DC 3AD,Heidelberg Germany,Wings Classic,0,27,30,Germany,1991-12-22,Sunday
3754,1991,Qtr 4,December,27,McDonnell Douglas,Mc Donnell Douglas MD 81OY,Stockholm Sweden,(SAS) Airlines Scandinavian,0,0,129,Sweden,1991-12-27,Friday
3755,1991,Qtr 4,December,29,Boeing,Boeing B 747,Wanli Taiwan,(Taiwan) Airlines China,0,5,5,Taiwan,1991-12-29,Sunday
3756,1992,Qtr 1,January,20,Airbus,Airbus A320 111F,Mt. Saint-Odile near,France          Strasbourg Air Inter,0,87,96,Equatorial Guinea,1992-01-20,Monday
3757,1992,Qtr 1,January,28,Unknown,Mil Mi 8 (helicopter)?,Near Stepanakert Azerbaijan,Force Air Azerbaijan - Military,0,47,47,Azerbaijan,1992-01-28,Tuesday
3758,1992,Qtr 1,February,3,Embraer,Embraer 110C BandeirantePT TBB,Caetite Brazil,Aéreas Linhas Nordeste,0,12,12,Brazil,1992-02-03,Monday
3759,1992,Qtr 1,February,6,Lockheed Martin,Lockheed C 130B Hercules58,Evansville Indiana,Force Air US - Military,12,5,5,USA,1992-02-06,Thursday
3760,1992,Qtr 1,February,9,Convair,Convair CV  640N862FW,Near Kafountine Senegal,Gambcrest,0,30,56,Senegal,1992-02-09,Sunday
3761,1992,Qtr 1,February,15,McDonnell Douglas,McDonnell Douglas DC 8,Toledo Ohio,ATI,0,3,4,USA,1992-02-15,Saturday
3762,1992,Qtr 1,February,20,Boeing,Boeing B 747?,En route from Argentina  to  CaliforniaAerolineas Argentinas,Unknown,0,1,0,International Waters,1992-02-20,Thursday
3763,1992,Qtr 1,March,2,Curtiss,Curtiss C 46TCP,Beni Bolivia,Rita Santa Frigorifico,0,5,5,Bolivia,1992-03-02,Monday
3764,1992,Qtr 1,March,12,De Havilland,de Havilland Canada DHC 6 Twin Otter 300TN,Etsouali Congo,Congo Lina,0,3,8,Democratic Republic of Congo,1992-03-12,Thursday
3765,1992,Qtr 1,March,22,Fokker,Fokker F 28 Fellowship 4000N485US,La Guardia Airport New,New York          York USAir,0,27,51,New Zealand,1992-03-22,Sunday
3766,1992,Qtr 1,March,24,Boeing,Boeing 707 321CST,Athens Greece,Cargo Air Star Golden,0,7,7,Greece,1992-03-24,Tuesday
3767,1992,Qtr 2,April,4,Let,Let 410UVPCCCP 67130,Near Baikov Russia,Kamchatavia,0,1,12,Russia,1992-04-04,Saturday
3768,1992,Qtr 2,April,7,Antonov,Antonov AN 24RVJ5,Near Sarra Libya,Bissau Air,0,3,13,Libya,1992-04-07,Tuesday
3769,1992,Qtr 2,April,10,Britten Norman,Britten Norman BN 2A,Off Orchid Island Taiwan,Airlines Taiwan,0,7,10,Taiwan,1992-04-10,Friday
3770,1992,Qtr 2,April,14,De Havilland,de Havilland DHC 5 Buffalo218,Nairobi Kenya,Force Air Kenyan - Military,6,46,46,Kenya,1992-04-14,Tuesday
3771,1992,Qtr 2,April,16,Embraer,Embraer 110P1 BandeiranteP2 RDS,Near Goroka Papua,GuineaTalair New,0,11,15,Papua New Guinea,1992-04-16,Thursday
3772,1992,Qtr 2,April,22,Beechcraft,Beechcraft E18SN342E,Mt. Haleakala Hawaii,Tours Air Scenic,0,9,9,USA,1992-04-22,Wednesday
3773,1992,Qtr 2,April,22,De Havilland,de Havilland Canada DHC 6 Twin Otter 200N141PV,Perris Valley California,Aviation Valley Perris,0,16,22,USA,1992-04-22,Wednesday
3774,1992,Qtr 2,April,26,Fokker,Fokker F 27 Friendship 400M5,Saveh Iran,Services Airline Saha,0,39,39,Iran,1992-04-26,Sunday
3775,1992,Qtr 2,June,6,Boeing,Boeing B 737,Tucuti Panama,(Panama) COPA,0,47,47,Panama,1992-06-06,Saturday
3776,1992,Qtr 2,June,7,CASA,CASA 212 Aviocar 200N355CA,Mayaguez Puerto,Eagle RicoAmerican,0,5,5,Puerto Ricp,1992-06-07,Sunday
3777,1992,Qtr 2,June,22,Antonov,Antonov AN 12CCCP,Norlisk Russia,Airlines Krasnoyarsk,0,10,12,Russia,1992-06-22,Monday
3778,1992,Qtr 2,June,22,Boeing,Boeing 737 2A1CPP,Cruzeiro do Sul Brazil,VASP,0,3,3,Brazil,1992-06-22,Monday
3779,1992,Qtr 3,July,5,Shaanxi Yunshuji,Shaanxi Y 8DCR872,Near Iyakochchi Sri,Force Air Lanka Sri - LankaMilitary,0,19,19,Sri Lanka,1992-07-05,Sunday
3780,1992,Qtr 3,July,13,Unknown,Shorts SC 7 Skyvan 3A,Bethel Alaska,Service Air Circle Arctic,0,1,1,USA,1992-07-13,Monday
3781,1992,Qtr 3,July,14,Antonov,Antonov AN 12VCCCP,Near Nakhichevan Azerbaijan,Force Air Russian - Military,0,29,34,Azerbaijan,1992-07-14,Tuesday
3782,1992,Qtr 3,July,14,Antonov,Antonov AN 12?,Near Bir Fadl Yemen,Force Air Yemen Unified - Military,0,57,57,Yemen,1992-07-14,Tuesday
3783,1992,Qtr 3,July,20,Tupolev,Tupolev TU 154BCCCP,Tbilisi Georgia,Air Georgian,4,24,24,USA,1992-07-20,Monday
3784,1992,Qtr 3,July,24,Antonov,Antonov 12BKCCCP 11342,Near Skopje Macedonia,Airlines Volga-Dnepr,0,8,8,North Macedonia,1992-07-24,Friday
3785,1992,Qtr 3,July,24,Vickers,Vickers Viscount 816PK RVU,Mt. Lalaboy,Airlines IndonesiaMandala,0,70,70,Taiwan,1992-07-24,Friday
3786,1992,Qtr 3,July,27,Vickers,Vickers 798D ViscountXA SCM,Near Mexico City Mexico,Eslava Aero,0,4,4,Mexico,1992-07-27,Monday
3787,1992,Qtr 3,July,30,Lockheed Martin,Lockheed L 1011N11002,JFK Airport New,New York          York Trans World Airlines,0,0,292,New Zealand,1992-07-30,Thursday
3788,1992,Qtr 3,July,31,Yakovlev,Yakovlev YAK 42DB,Nanjing Jiangsu,China China General Aviation Corporation,0,108,126,China,1992-07-31,Friday
3789,1992,Qtr 3,July,31,Airbus,Airbus A310 304HS,Near Kathmandu Nepal,Airways Thai,0,113,113,Nepal,1992-07-31,Friday
3790,1992,Qtr 3,August,21,Convair,Convair CV 440,Colorado Bolivia,Ana Santa Aereos Servicios,0,10,10,Bolivia,1992-08-21,Friday
3791,1992,Qtr 3,August,25,Swearingen,Swearingen SA 227AC Metro IIIN342AE,Hot Springs Arizona,Airlines Star Lone,0,3,3,USA,1992-08-25,Tuesday
3792,1992,Qtr 3,August,27,Tupolev,Tupolev TU 134ACCCP,Near Ivanovo Russia,Aeroflot,0,84,84,Russia,1992-08-27,Thursday
3793,1992,Qtr 3,August,27,De Havilland,de Havilland Canada DHC 6 Twin Otter 300FAP304,Near Iquitos Peru,TANS - Force Air Peruvian - Military,0,8,41,Peru,1992-08-27,Thursday
3794,1992,Qtr 3,August,27,De Havilland,de Havilland Canada DHC 4T CaribouN400NC,Gimli Manitoba,Canada New,0,3,3,Canada,1992-08-27,Thursday
3795,1992,Qtr 3,August,31,McDonnell Douglas,Douglas DC 3ZS,Jamba Angola,Services Aviation Professional,0,3,17,Angola,1992-08-31,Monday
3796,1992,Qtr 3,September,10,Fokker,Fokker F 27 Friendship 500OB,Bellavista Peru,Aéreo Expresso,1,1,43,Peru,1992-09-10,Thursday
3797,1992,Qtr 3,September,12,Unknown,Mil Mi 8 (helicopter)RA,Kozyrevsk Russia,Airlines Kamchatka,0,9,16,Russia,1992-09-12,Saturday
3798,1992,Qtr 3,September,16,Aérospatiale,Aerospatiale AS 350BN350SM,Hana Hawaii,Inc. Helicopters Hawaii - Taxi Air,0,7,7,USA,1992-09-16,Wednesday
3799,1992,Qtr 3,September,18,McDonnell Douglas,Douglas C 118AYV,Off Curacao Netherlands,Ejecutivos AntillesAero,0,3,3,Netherlands,1992-09-18,Friday
3800,1992,Qtr 3,September,19,Curtiss,Curtiss C 46F,Bogota Colombia,Colombia Avesca,0,11,11,Colombia,1992-09-19,Saturday
3801,1992,Qtr 3,September,21,Unknown,Mil Mi 8 (helicopter)RA,Near Kular Russia,Yakutavia,0,10,10,Russia,1992-09-21,Monday
3802,1992,Qtr 3,September,26,Lockheed Martin,Lockheed C 130HNAF911,Near Lagos Nigeria,Force Air Nigerian Federal - Military,0,158,158,Nigeria,1992-09-26,Saturday
3803,1992,Qtr 3,September,28,Airbus,Airbus A300B4 203AP,Near  Kathmandu Nepal,Airlines International Pakistan,0,167,167,Nepal,1992-09-28,Monday
3804,1992,Qtr 4,October,4,Boeing,Boeing B 747,Amsterdam Netherlands,Al El,39,4,4,Netherlands,1992-10-04,Sunday
3805,1992,Qtr 4,October,7,Lockheed Martin,Lockheed C 130E Hercules63,Berkeley Springs West,Airforce U.S. - VirginiaMiltiary,0,6,6,US,1992-10-07,Wednesday
3806,1992,Qtr 4,October,8,Sud Aviation,Avia 14M 40B,Near Dingxi China,Airlines Wuhan,0,14,35,China,1992-10-08,Thursday
3807,1992,Qtr 4,October,9,Antonov,Antonov 32CCCP 48088,Mogadiscio Somalia,Association Production Kiev,0,1,13,Somalia,1992-10-09,Friday
3808,1992,Qtr 4,October,18,CASA,CASA 235 10PK,Near Garut Jawa,Indonesia Merpati Nusantara Airlines,0,31,31,Indonesia,1992-10-18,Sunday
3809,1992,Qtr 4,October,19,Antonov,Antonov AN 28CCCP,Near Usti Nem Russia,Avia Syktyvkar,0,15,16,Russia,1992-10-19,Monday
3810,1992,Qtr 4,October,21,De Havilland,de Havilland Canada DHC 6 Twin Otter 300FAP306,Near Lake Caballochoa Peru,Force Air Peruvian - Military,0,8,11,Peru,1992-10-21,Wednesday
3811,1992,Qtr 4,October,29,Antonov,Antonov AN 8CCCP,Chita Russia,Aeroflot,0,13,14,Russia,1992-10-29,Thursday
3812,1992,Qtr 4,November,11,Antonov,Antonov AN 22ACCCP,Near Tver Russia,Force Air Russian - Military,0,33,33,Russia,1992-11-11,Wednesday
3813,1992,Qtr 4,November,11,Unknown,Mil Mi 8 (helicopter)?,Off Bombay India,Force Air Indian - Military,0,20,20,India,1992-11-11,Wednesday
3814,1992,Qtr 4,November,14,Yakovlev,Yakovlev YAK 40VN,Near Nha Trang Vietnam,Airlines Vietnam,0,30,31,Vietnam,1992-11-14,Saturday
3815,1992,Qtr 4,November,15,Ilyushin,Ilyushin IL 18DCU,Near Porto Plata Dominican,Charter - RepublicAerocaribbean,0,34,34,Dominican Republic,1992-11-15,Sunday
3816,1992,Qtr 4,November,24,Boeing,Boeing B 737,Near Guilin China,Airlines Southern China,0,141,141,China,1992-11-24,Tuesday
3817,1992,Qtr 4,November,30,Lockheed Martin,Lockheed C 141B / Lockheed C141B650255/660142,Near Harlem Montana,Force Air U.S. - Military / Force Air U.S. - Military,0,13,13,USA,1992-11-30,Monday
3818,1992,Qtr 4,December,9,Britten,Britten  Norman BN,Uruapan Mexico,Sudpacifico Aero,0,9,9,Mexico,1992-12-09,Wednesday
3819,1992,Qtr 4,December,13,Fokker,Fokker F 27 Friendship 400M9Q,Goma Congo,Zaire Cargo Airlift Scibe,0,37,37,Democratic Republic of Congo,1992-12-13,Sunday
3820,1992,Qtr 4,December,14,Unknown,Mil Mi 8T (helicopter)?,Lata Georgia,Force Air Russian - Military,0,61,61,USA,1992-12-14,Monday
3821,1992,Qtr 4,December,21,McDonnell Douglas,McDonnell Douglas DC 10,Faro Algarve,Portugalc Holland NV,0,56,340,Portugal,1992-12-21,Monday
3822,1992,Qtr 4,December,22,Boeing,Boeing B 727,Tripoli Libya,Force Air Libya  - Military / Airlines Arab Libya,0,157,157,Libya,1992-12-22,Tuesday
3823,1993,Qtr 1,January,3,Bell,Bell 206B3N1078V,Ogden Utah,Inc. Helicopters Coast South - Taxi Air,0,4,4,USA,1993-01-03,Sunday
3824,1993,Qtr 1,January,6,De Havilland,de Havilland Canada DHC 8,Paris France,Cityline Lufthansa,0,4,23,France,1993-01-06,Wednesday
3825,1993,Qtr 1,January,9,Hawker Siddeley,Hawker Siddeley HS 748,Surabaya Indonesia,Airlines Indonesia Bouraq,0,17,44,Indonesia,1993-01-09,Saturday
3826,1993,Qtr 1,January,13,Embraer,Embraer 110P1 BandeiranteG ZAPE,Sellafield England,Airways Titan,0,2,2,UK,1993-01-13,Wednesday
3827,1993,Qtr 1,January,14,McDonnell Douglas,Douglas C 47AC,Near Bronson Creek British Canada,Colombia Central Mountain Air Services,0,2,2,UK,1993-01-14,Thursday
3828,1993,Qtr 1,January,27,Nord,Nord 262A 449Q,Kinshasa Democratic,Airlift Service CongoTrans Republic,0,3,21,Democratic Republic of Congo,1993-01-27,Wednesday
3829,1993,Qtr 1,January,31,Unknown,Shorts SC 7 Skyvan 3,Sumatra Indonesia,Transport Air Malaysian Pan,0,16,16,Indonesia,1993-01-31,Sunday
3830,1993,Qtr 1,February,8,Tupolev,Tupolev TU 154M / Sukhoi Su,Near Tehran Iran,Force Air Iranian - Military  /  Tours Air Iran,0,133,133,Iran,1993-02-08,Monday
3831,1993,Qtr 1,February,10,Unknown,Mil Mi 8?,Near Daraim Afghanistan,Force Air Republican Afghan - Military,0,30,30,Afghanistan,1993-02-10,Wednesday
3832,1993,Qtr 1,February,20,Convair,Convair CV 440HP,Bogota Colombia,Panama Three Cargo,0,2,2,Colombia,1993-02-20,Saturday
3833,1993,Qtr 1,February,28,Dornier,Dornier 228 201B,Off Green Island Taiwan,Airlines Formosa,0,6,6,Taiwan,1993-02-28,Sunday
3834,1993,Qtr 1,March,5,Fokker,Fokker 100PH KXL,Skopje Macedonia,Macedonian Palair,0,83,97,North Macedonia,1993-03-05,Friday
3835,1993,Qtr 1,March,23,Embraer,Embraer EMB 110 BandeirantePP,Near Tangara de Serra Brazil,Aereas Linhas Oeste,0,6,6,Brazil,1993-03-23,Tuesday
3836,1993,Qtr 1,March,31,Boeing,Boeing B 747,Anchorage Alaska,Lines Air Japan,0,0,5,USA,1993-03-31,Wednesday
3837,1993,Qtr 2,April,1,Fairchild,Fairchild SA227 TTN500AK,Blountville Tennesee,Private,0,4,4,USA,1993-04-01,Thursday
3838,1993,Qtr 2,April,2,McDonnell Douglas,McDonnell Douglas DC 9,Off Margarita Island Venezuela,Venezolana Aeropostal Linea,0,11,11,Venezuela,1993-04-02,Friday
3839,1993,Qtr 2,April,6,McDonnell Douglas,McDonnell Douglas MD 11B,950 nm S of  Shemya Alaska,Airlines Eastern China,0,2,264,USA,1993-04-06,Tuesday
3840,1993,Qtr 2,April,19,Mitsubishi,Mitsubishi MU 2B,Zwingle Iowa,Private,0,8,8,USA,1993-04-19,Monday
3841,1993,Qtr 2,April,23,Antonov,Antonov AN 26BBHMAY,Zavnah Mongolia,Airlines Mongolian - MIAT,0,32,40,Mongolia,1993-04-23,Friday
3842,1993,Qtr 2,April,26,Boeing,Boeing B 737,Aurangabad India,Airlines Indian,0,55,118,India,1993-04-26,Monday
3843,1993,Qtr 2,April,27,De Havilland,de Havilland  Canada  DHC 5D BuffaloAF,Off  Libreville Gambia,Force Air Zambian - Military,0,30,30,Zambia,1993-04-27,Tuesday
3844,1993,Qtr 2,April,27,Antonov,Antonov AN 32?,Near Kholm Afghanistan,Force Air Republican Afghan - Military,0,76,76,Afghanistan,1993-04-27,Tuesday
3845,1993,Qtr 2,May,11,Britten,Britten  Norman BN,Suva Fiji,Air Fiji,0,2,2,Fiji,1993-05-11,Tuesday
3846,1993,Qtr 2,May,15,McDonnell Douglas,Douglas DC 6BFXA,Near Cancun Mexico,Caribe del Carga,0,3,5,Mexico,1993-05-15,Saturday
3847,1993,Qtr 2,May,19,Boeing,Boeing B 727,Near Medellin Colombia,Colombia SAM,0,132,132,Colombia,1993-05-19,Wednesday
3848,1993,Qtr 2,June,6,De Havilland,de Havilland Canada DHC 6 Twin Otter 300HK,El Yopal Colombia,Aerotaca,0,2,2,Colombia,1993-06-06,Sunday
3849,1993,Qtr 2,June,9,Britten,Britten  Norman  BN,Gulgubip Papua,Air GuineaSouthwest New,0,9,11,Papua New Guinea,1993-06-09,Wednesday
3850,1993,Qtr 2,June,16,De Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Nabire Indonesia,Airlines Nasantara Merpati,0,1,3,Indonesia,1993-06-16,Wednesday
3851,1993,Qtr 2,June,17,Antonov,Antonov AN 26RA,Near Tbilisi Georgia,Airlines Tajikistan,0,41,41,USA,1993-06-17,Thursday
3852,1993,Qtr 3,July,1,Fokker,Fokker F 28 Fellowship 3000PK,Sorong Irian,Indonesia          Jaya Merpati Nusantara Airlines,0,41,43,Indonesia,1993-07-01,Thursday
3853,1993,Qtr 3,July,6,Unknown,Mil Mi 8?,Near Ochamchire Georgia,Force Air Georgian - Military,0,23,23,USA,1993-07-06,Tuesday
3854,1993,Qtr 3,July,12,Unknown,"Helicopter, Hughes 369HSN9116F",Talladega Alabama,Private,0,1,2,USA,1993-07-12,Monday
3855,1993,Qtr 3,July,23,British Aerospace,British Aerospace 146 300B,Yinchuan China,Airlines Northwest China,0,55,113,China,1993-07-23,Friday
3856,1993,Qtr 3,July,26,Boeing,Boeing B 737,Haenam South,Airlines KoreaAsiana,0,68,110,South Korea,1993-07-26,Monday
3857,1993,Qtr 3,July,30,Unknown,Shorts SC 7 Skyvan 3,Serawak Malaysia,Airways Hornbill,0,1,17,Malaysia,1993-07-30,Friday
3858,1993,Qtr 3,July,31,Dornier,Dornier Do 228,Devghat Nepal,Air Everest,0,19,19,Nepal,1993-07-31,Saturday
3859,1993,Qtr 3,August,18,McDonnell Douglas,McDonnell Douglas DC 8,Leeward Point Airfield Guantanamo,Cuba          Bay American International Airways,0,0,3,Cuba,1993-08-18,Wednesday
